FileName,institutionCode,collectionCode,catalogueNumber,class,order,family,genus,specificEpithet,infraspecificEpithet,sex,lifeStage,country,locality,decimalLatitude,decimalLongitude,geodeticDatum,verbatimElevation,eventDate,measurementDeterminedDate,Patch,LightAngle1,LightAngle2,ProbeAngle1,ProbeAngle2,Replicate,Comments
FMNH19106.00000034,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,back,0,0,0,0,4,
FMNH19106.00000035,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,back,0,0,0,0,5,
FMNH19106.00000036,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,lore,0,0,0,0,1,
FMNH19106.00000037,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,lore,0,0,0,0,2,
FMNH19106.00000038,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,lore,0,0,0,0,3,
FMNH19106.00000039,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,lore,0,0,0,0,4,
FMNH19106.00000040,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,lore,0,0,0,0,5,
FMNH19106.00000041,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,cheek,0,0,0,0,1,
FMNH19106.00000042,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,cheek,0,0,0,0,2,
FMNH19106.00000043,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,cheek,0,0,0,0,3,
FMNH19106.00000044,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,cheek,0,0,0,0,4,
FMNH19106.00000045,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,cheek,0,0,0,0,5,
FMNH19106.00000046,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,flank,0,0,0,0,1,
FMNH19106.00000047,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,flank,0,0,0,0,2,
FMNH19106.00000048,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,flank,0,0,0,0,3,
FMNH19106.00000049,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,flank,0,0,0,0,4,
FMNH19106.00000050,FMNH,birds,19106,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,,Adult,Guatemala,Volcan de Fuego,,,,,,,flank,0,0,0,0,5,
FMNH22185.00000001,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,throat,0,0,0,0,1,
FMNH22185.00000002,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,throat,0,0,0,0,2,
FMNH22185.00000003,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,throat,0,0,0,0,3,
FMNH22185.00000004,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,throat,0,0,0,0,4,
FMNH22185.00000005,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,throat,0,0,0,0,5,
FMNH22185.00000006,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,breast,0,0,0,0,1,
FMNH22185.00000007,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,breast,0,0,0,0,2,
FMNH22185.00000008,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,breast,0,0,0,0,3,
FMNH22185.00000009,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,breast,0,0,0,0,4,
FMNH22185.00000010,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,breast,0,0,0,0,5,
FMNH22185.00000011,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,belly,0,0,0,0,1,
FMNH22185.00000012,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,belly,0,0,0,0,2,
FMNH22185.00000013,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,belly,0,0,0,0,3,
FMNH22185.00000014,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,belly,0,0,0,0,4,
FMNH22185.00000015,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,belly,0,0,0,0,5,
FMNH22185.00000016,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,upper tail coverts,0,0,0,0,1,
FMNH22185.00000017,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,upper tail coverts,0,0,0,0,2,
FMNH22185.00000018,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,upper tail coverts,0,0,0,0,3,
FMNH22185.00000019,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,upper tail coverts,0,0,0,0,4,
FMNH22185.00000020,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,upper tail coverts,0,0,0,0,5,
FMNH22185.00000021,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,forehead,0,0,0,0,1,
FMNH22185.00000022,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,forehead,0,0,0,0,2,
FMNH22185.00000023,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,forehead,0,0,0,0,3,
FMNH22185.00000024,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,forehead,0,0,0,0,4,
FMNH22185.00000025,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,forehead,0,0,0,0,5,
FMNH22185.00000026,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,crown,0,0,0,0,1,
FMNH22185.00000027,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,crown,0,0,0,0,2,
FMNH22185.00000028,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,crown,0,0,0,0,3,
FMNH22185.00000029,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,crown,0,0,0,0,4,
FMNH22185.00000030,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,crown,0,0,0,0,5,
FMNH22185.00000031,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,back,0,0,0,0,1,
FMNH22185.00000032,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,back,0,0,0,0,2,
FMNH22185.00000033,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,back,0,0,0,0,3,
FMNH22185.00000034,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,back,0,0,0,0,4,
FMNH22185.00000035,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,back,0,0,0,0,5,
FMNH22185.00000036,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,lore,0,0,0,0,1,
FMNH22185.00000037,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,lore,0,0,0,0,2,
FMNH22185.00000038,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,lore,0,0,0,0,3,
FMNH22185.00000039,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,lore,0,0,0,0,4,
FMNH22185.00000040,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,lore,0,0,0,0,5,
FMNH22185.00000041,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,cheek,0,0,0,0,1,
FMNH22185.00000042,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,cheek,0,0,0,0,2,
FMNH22185.00000043,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,cheek,0,0,0,0,3,
FMNH22185.00000044,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,cheek,0,0,0,0,4,
FMNH22185.00000045,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,cheek,0,0,0,0,5,
FMNH22185.00000046,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,flank,0,0,0,0,1,
FMNH22185.00000047,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,flank,0,0,0,0,2,
FMNH22185.00000048,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,flank,0,0,0,0,3,
FMNH22185.00000049,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,flank,0,0,0,0,4,
FMNH22185.00000050,FMNH,birds,22185,Aves,Passeriformes,Passerellidae,Melozone,leucotis,nigrior,Male,Adult,,,,,,,,,flank,0,0,0,0,5,
FMNH434112.00000001,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,throat,0,0,0,0,1,
FMNH434112.00000002,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,throat,0,0,0,0,2,
FMNH434112.00000003,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,throat,0,0,0,0,3,
FMNH434112.00000004,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,throat,0,0,0,0,4,
FMNH434112.00000005,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,throat,0,0,0,0,5,
FMNH434112.00000006,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,breast,0,0,0,0,1,
FMNH434112.00000007,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,breast,0,0,0,0,2,
FMNH434112.00000008,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,breast,0,0,0,0,3,
FMNH434112.00000009,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,breast,0,0,0,0,4,
FMNH434112.00000010,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,breast,0,0,0,0,5,
FMNH434112.00000011,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,belly,0,0,0,0,1,
FMNH434112.00000012,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,belly,0,0,0,0,2,
FMNH434112.00000013,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,belly,0,0,0,0,3,
FMNH434112.00000014,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,belly,0,0,0,0,4,
FMNH434112.00000015,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,belly,0,0,0,0,5,
FMNH434112.00000016,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,upper tail coverts,0,0,0,0,1,
FMNH434112.00000017,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,upper tail coverts,0,0,0,0,2,
FMNH434112.00000018,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,upper tail coverts,0,0,0,0,3,
FMNH434112.00000019,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,upper tail coverts,0,0,0,0,4,
FMNH434112.00000020,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,upper tail coverts,0,0,0,0,5,
FMNH434112.00000021,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,forehead,0,0,0,0,1,
FMNH434112.00000022,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,forehead,0,0,0,0,2,
FMNH434112.00000023,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,forehead,0,0,0,0,3,
FMNH434112.00000024,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,forehead,0,0,0,0,4,
FMNH434112.00000025,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,forehead,0,0,0,0,5,
FMNH434112.00000026,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,crown,0,0,0,0,1,
FMNH434112.00000027,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,crown,0,0,0,0,2,
FMNH434112.00000028,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,crown,0,0,0,0,3,
FMNH434112.00000029,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,crown,0,0,0,0,4,
FMNH434112.00000030,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,crown,0,0,0,0,5,
FMNH434112.00000031,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,back,0,0,0,0,1,
FMNH434112.00000032,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,back,0,0,0,0,2,
FMNH434112.00000033,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,back,0,0,0,0,3,
FMNH434112.00000034,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,back,0,0,0,0,4,
FMNH434112.00000035,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,back,0,0,0,0,5,
FMNH434112.00000036,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,lore,0,0,0,0,1,
FMNH434112.00000037,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,lore,0,0,0,0,2,
FMNH434112.00000038,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,lore,0,0,0,0,3,
FMNH434112.00000039,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,lore,0,0,0,0,4,
FMNH434112.00000040,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,lore,0,0,0,0,5,
FMNH434112.00000041,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,cheek,0,0,0,0,1,
FMNH434112.00000042,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,cheek,0,0,0,0,2,
FMNH434112.00000043,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,cheek,0,0,0,0,3,
FMNH434112.00000044,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,cheek,0,0,0,0,4,
FMNH434112.00000045,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,cheek,0,0,0,0,5,
FMNH434112.00000046,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,flank,0,0,0,0,1,
FMNH434112.00000047,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,flank,0,0,0,0,2,
FMNH434112.00000048,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,flank,0,0,0,0,3,
FMNH434112.00000049,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,flank,0,0,0,0,4,
FMNH434112.00000050,FMNH,birds,434112,Aves,Passeriformes,Passerellidae,Melozone,leucotis,occipitalis,Female,Adult,El Salvador,North America; El Salvador; Sonsonate; Municipio Izalco; Canton Las Lajas; Bosque Las Lajas,,,,,,,flank,0,0,0,0,5,
FMNH72932.00000001,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,throat,0,0,0,0,1,
FMNH72932.00000002,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,throat,0,0,0,0,2,
FMNH72932.00000003,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,throat,0,0,0,0,3,
FMNH72932.00000004,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,throat,0,0,0,0,4,
FMNH72932.00000005,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,throat,0,0,0,0,5,
FMNH72932.00000006,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,breast,0,0,0,0,1,
FMNH72932.00000007,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,breast,0,0,0,0,2,
FMNH72932.00000008,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,breast,0,0,0,0,3,
FMNH72932.00000009,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,breast,0,0,0,0,4,
FMNH72932.00000010,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,breast,0,0,0,0,5,
FMNH72932.00000011,FMNH,birds,72932,Aves,Passeriformes,Passerellidae,Melozone,leucotis,leucotis,Male,Adult,Costa Rica,Cartago:Cartago,,,,,,,belly,0,0,0,0,1,
